,id,Unnamed: 0,propertyType,name,publishedOn,address,latitude,longitude,price,priceActual,priceMax,priceMin,livingRooms,beds,bedsMax,bedsMin,isRetirementHome,isSharedOwnership,studentFriendly,Available April,Available now,Balcony,Furnished,Garage,Gas Central Heating,No Agent Fees,Students Can Enquire,Unfurnished
0,66742386,0,flat,1 bed flat to rent,2024-02-27T20:40:30,"Kensington Court, Bath BA1",51.393171,-2.350283,2700,2700,2750,2500,0,1,1,1,False,False,False,False,False,False,False,False,False,True,True,False
1,66977057,1,terraced,2 bed property to rent,2024-03-27T13:47:26,"Circus Mews, Bath BA1",51.387067,-2.364506,1450,1450,1500,1250,1,2,2,2,False,False,False,True,False,False,False,False,False,False,False,False
2,66990268,2,semi_detached,5 bed semi-detached house to rent,2024-03-28T16:03:26,"Springfield Place, Bath, Somerset BA1",51.393226,-2.364527,10000,10000,10000,10000,6,5,5,5,False,False,False,False,False,False,False,False,False,False,False,False
3,67088749,3,terraced,3 bed property to rent,2024-04-11T15:18:07,"Freeview Road, Twerton, Bath BA2",51.378308,-2.395314,1650,1650,1750,1500,0,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
4,67101913,4,flat,2 bed flat to rent,2024-04-12T19:48:42,"The Moorlands, Bath BA2",51.369482,-2.377655,1100,1100,1250,1000,0,2,2,2,False,False,False,False,False,False,False,False,False,True,False,False
5,66788732,5,flat,2 bed flat to rent,2024-03-05T00:04:33,"Flat 8, The Grange, Weston Park West, Bath BA1",51.394292,-2.382138,1750,1750,1750,1750,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
6,67056843,6,semi_detached,4 bed semi-detached house to rent,2024-04-08T14:13:51,"Wellsway, Bath BA2",51.3554,-2.38193,2100,2100,2250,2000,2,4,4,4,False,False,False,False,False,False,False,False,False,False,False,True
7,62248461,7,flat,2 bed flat to rent,2024-04-04T13:01:17,"Grosvenor Place, Larkhall, Bath BA1",51.394074,-2.345863,1525,1525,1750,1500,1,2,2,2,False,False,False,False,False,False,False,False,True,False,False,True
8,43215718,8,semi_detached,3 bed semi-detached house to rent,2024-03-19T10:46:42,"Wellington Buildings, Bath BA1",51.39752,-2.39075,1450,1450,1500,1250,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
9,66952194,9,bungalow,4 bed bungalow to rent,2024-03-25T10:51:27,"Englishcombe Lane, Bath BA2",51.367567,-2.388786,3500,3500,3500,3500,2,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
10,44210470,10,terraced,3 bed property to rent,2024-04-08T17:13:26,"Cranmore Place, Odd Down, Bath BA2",51.355908,-2.373895,1525,1525,1750,1500,1,3,3,3,False,False,False,True,False,False,False,False,False,False,False,True
11,58666119,11,flat,1 bed flat to rent,2024-02-28T10:08:00,"James Street West, Bath BA1",51.382328,-2.367529,1504,1504,1750,1500,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
12,66386975,12,town_house,5 bed town house to rent,2024-01-12T11:44:23,"Paragon, Bath BA1",51.3861,-2.36063,8000,8000,8000,8000,4,5,5,5,False,False,False,False,False,False,True,False,False,False,False,False
13,61419801,13,flat,1 bed flat to rent,2024-01-15T10:46:11,"Brock Street, Bath BA1",51.386251,-2.366512,1850,1850,2000,1750,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
14,66689898,14,end_terrace,3 bed end terrace house to rent,2024-02-21T01:24:25,"Lytton Gardens, Bath BA2",51.370966,-2.394029,1550,1550,1750,1500,0,3,3,3,False,False,False,False,False,False,False,False,False,True,False,False
15,50316684,15,flat,1 bed flat to rent,2024-04-03T08:38:32,"Calton Road, Bath BA2",51.37541,-2.356689,1200,1200,1250,1000,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
16,66261155,16,flat,1 bed flat to rent,2023-12-18T19:12:21,"Norfolk Buildings, Bath BA1",51.38208,-2.369166,1700,1700,1750,1500,0,1,1,1,False,False,False,False,False,False,False,False,False,True,True,False
17,67048681,17,mews,4 bed mews to rent,2024-04-06T13:12:34,"Circus Mews, Bath BA1",51.387067,-2.364506,2600,2600,2750,2500,1,4,4,4,True,False,False,False,False,True,False,False,False,False,False,False
18,65165164,18,semi_detached,3 bed semi-detached house to rent,2024-04-03T09:06:29,"Souls Road, Bath BA2",51.34418,-2.364851,2400,2400,2500,2250,1,3,3,3,False,False,False,False,False,False,False,True,False,False,False,True
19,66735071,19,terraced,4 bed terraced house to rent,2024-02-27T09:55:06,"Northampton Street, Bath BA1",51.389133,-2.366447,3995,3995,4000,3750,4,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
20,65373392,20,flat,3 bed flat to rent,2024-03-07T11:54:23,"St. James's Parade, Bath BA1",51.379409,-2.360566,4121,4121,4250,4000,0,3,3,3,False,False,True,False,False,False,False,False,False,False,False,False
21,66938518,21,flat,3 bed flat to rent,2024-03-22T11:45:09,"Old Brewery Place, High Street, Oakhill, Radstock BA3",51.223468,-2.527621,2100,2100,2250,2000,1,3,3,3,False,False,False,False,True,False,False,False,False,False,False,False
22,51376725,22,end_terrace,2 bed end terrace house to rent,2024-01-26T12:45:20,"High Street, Bathford, Bath, Somerset BA1",51.398727,-2.294812,1350,1350,1500,1250,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
23,67035062,23,flat,1 bed flat to rent,2024-04-04T23:04:25,"Ground Floor, Kensington Place, Walcot, Bath BA1",51.39283,-2.349251,1450,1450,1500,1250,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,True
24,67057060,24,flat,1 bed flat to rent,2024-04-08T14:26:06,"Catharine Place, Bath BA1",51.3874,-2.36607,1450,1450,1500,1250,1,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False
25,66581813,25,flat,2 bed flat to rent,2024-02-07T11:54:19,"Roman House, Walcot Gate, Bath BA1",51.388951,-2.357063,666,666,700,600,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
26,62699381,26,detached,5 bed detached house to rent,2023-10-25T02:27:18,"Beckford Drive, Lansdown, Bath BA1",51.407571,-2.374834,4500,4500,4500,4500,2,5,5,5,False,False,False,False,False,False,False,False,False,False,False,False
27,65802986,27,flat,2 bed flat to rent,2023-10-11T09:41:32,"Caern Well Place, Bath BA1",51.388859,-2.357666,738,738,800,700,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
28,66815406,28,flat,2 bed flat to rent,2024-03-07T15:42:15,"Gloucester Road, Larkhall, Bath BA1",51.397492,-2.342062,3900,3900,4000,3750,1,2,2,2,True,False,False,False,False,False,False,False,False,False,False,False
29,66689533,29,maisonette,3 bed maisonette to rent,2024-02-20T22:52:36,"Old Brewery Place, Oakhill, Nr Radstock BA3",51.223376,-2.528232,2000,2000,2000,2000,0,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
30,51376713,30,flat,2 bed flat to rent,2024-03-25T14:36:30,"Henrietta Street, Bath BA2",51.384303,-2.356955,1750,1750,1750,1750,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
31,66872721,31,flat,2 bed flat to rent,2024-03-14T17:29:15,"Newbridge Hill, Bath BA1",51.388743,-2.39664,1475,1475,1500,1250,0,2,2,2,False,False,False,False,False,False,False,False,False,True,False,False
32,66999793,32,semi_detached,3 bed semi-detached house to rent,2024-03-30T07:15:34,"Lansdown Lane, Bath BA1",51.403921,-2.396598,3300,3300,3500,3250,0,3,3,3,False,False,False,False,False,False,False,False,False,True,True,False
33,62061005,33,detached,3 bed detached house to rent,2024-03-07T13:28:16,"Oaklands, Colliers Lane, Charlcombe, Bath BA1",51.40697,-2.36239,3000,3000,3000,3000,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,True
34,52928988,34,flat,2 bed flat to rent,2024-04-04T09:21:58,"Edgar Buildings, Bath BA1",51.385105,-2.362019,1650,1650,1750,1500,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
35,66913466,35,terraced,3 bed property to rent,2024-03-20T10:48:14,"Pickwick Road, Bath BA1",51.400122,-2.355971,1475,1475,1500,1250,0,3,3,3,False,False,False,True,False,False,False,False,False,False,False,False
36,66861987,36,flat,1 bed flat to rent,2024-03-13T16:56:07,"Bennett Street, Bath BA1",51.386545,-2.361829,1200,1200,1250,1000,0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,True
37,67029337,37,flat,2 bed flat to rent,2024-04-04T12:55:32,"London Road West, Bath BA1",51.403198,-2.326433,1750,1750,1750,1750,1,2,2,2,False,False,False,False,True,False,False,False,False,False,False,False
38,67085372,38,bungalow,1 bed bungalow to rent,2024-04-11T10:56:12,"Charlton Court, Radstock BA3",51.26829,-2.455616,1100,1100,1250,1000,1,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False
39,64912014,39,terraced,6 bed terraced house to rent,2023-06-19T17:00:04,"Walcot Buildings, Bath BA1",51.391055,-2.353989,10833,10833,12500,10000,2,6,6,6,False,False,False,False,False,False,False,False,False,False,False,False
40,66835478,40,flat,1 bed flat to rent,2024-03-11T12:25:21,"Midland Road, Bath BA1",51.3847,-2.376386,1330,1330,1500,1250,1,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False
41,66761580,41,terraced,6 bed terraced house to rent,2024-02-29T17:18:54,"The Paragon, Bath BA1",51.386425,-2.359818,8000,8000,8000,8000,4,6,6,6,False,False,False,False,False,False,True,False,False,False,False,False
42,67078951,42,flat,2 bed flat to rent,2024-04-10T15:21:05,"Wells Road, Bath BA2",51.376793,-2.366063,1400,1400,1500,1250,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
43,41518489,43,flat,2 bed flat to rent,2024-03-14T12:54:01,"Alexandra House, Midland Road, Bath BA2",51.383388,-2.376289,1800,1800,2000,1750,1,2,2,2,False,False,False,False,False,False,False,False,True,False,False,False
44,66510594,44,terraced,4 bed property to rent,2024-01-29T15:09:41,"St. Catherine, Bath BA1",51.428005,-2.321096,4000,4000,4000,4000,3,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
45,67085950,45,flat,1 bed flat to rent,2024-04-11T11:44:23,"James House, James Street West, Bath BA1",51.382324,-2.367528,1113,1113,1250,1000,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False
46,67063330,46,semi_detached,4 bed semi-detached house to rent,2024-04-09T09:57:13,"Naish Road, Combe Down, Bath, Somerset BA2",51.364599,-2.350709,2500,2500,2500,2500,2,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
47,66885090,47,maisonette,3 bed maisonette to rent,2024-03-15T20:51:01,"Lansdown Mansions, Bath BA1",51.391196,-2.363821,1575,1575,1750,1500,0,3,3,3,False,False,False,False,False,False,False,False,False,True,False,False
48,66877187,48,end_terrace,3 bed end terrace house to rent,2024-03-15T09:59:50,"William Street, Bath, Somerset BA2",51.383925,-2.354092,3400,3400,3500,3250,2,3,3,3,False,False,False,False,False,True,False,True,False,False,False,False
49,65682053,49,terraced,3 bed property to rent,2024-03-06T15:05:45,"Wiltshire Way, Bath BA1",51.400038,-2.356991,1750,1750,1750,1750,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
50,66461652,50,flat,1 bed flat to rent,2024-01-22T19:41:22,"Gloucester Road, Larkhall, Bath BA1",51.397492,-2.342062,4150,4150,4250,4000,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
51,67029286,51,terraced,3 bed property to rent,2024-04-04T12:48:47,"Audley Grove, Bath BA1",51.38615,-2.384657,2300,2300,2500,2250,0,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
52,67061723,52,flat,3 bed flat to rent,2024-04-09T07:50:58,"Catharine Place, Bath BA1",51.38766,-2.36594,2500,2500,2500,2500,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,True
53,65753003,53,terraced,4 bed property to rent,2023-10-04T12:18:05,"Station Road, Lower Weston, Bath BA1",51.38381,-2.388895,5500,5500,5500,5500,1,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
54,66989195,54,flat,2 bed flat to rent,2024-03-28T15:15:13,"Lower Bristol Road, Bath BA2",51.387306,-2.406024,1195,1195,1250,1000,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,True
55,62489677,55,end_terrace,4 bed end terrace house to rent,2024-03-15T11:18:45,"Foxcombe Road, Bath, Somerset BA1",51.385773,-2.390893,3250,3250,3250,3250,0,4,4,4,False,False,False,False,False,False,False,True,False,False,False,False
56,52599675,56,flat,2 bed flat to rent,2023-11-14T14:58:18,"Brockham End Mews, Brockham End, Lansdown, Bath BA1",51.424461,-2.408814,1595,1595,1750,1500,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
57,66729434,57,flat,2 bed flat to rent,2024-02-26T15:02:51,"Wellsway, Bath BA2",51.374058,-2.366802,1095,1095,1250,1000,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,True
58,64968568,58,terraced,1 bed terraced house to rent,2024-03-07T11:47:08,"Burnham Road, Bath BA2",51.380209,-2.385919,2340,2340,2500,2250,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False
59,67048478,59,flat,2 bed flat to rent,2024-04-06T12:28:03,"Sion Road, Bath BA1",51.395607,-2.368081,2400,2400,2500,2250,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
60,66780504,60,flat,2 bed flat to rent,2024-03-04T09:52:06,"Chatham Park, Bath BA2",51.383102,-2.343424,1500,1500,1500,1500,0,2,2,2,False,False,False,False,False,True,False,False,True,False,False,False
61,58666108,61,flat,1 bed flat to rent,2024-02-28T10:09:13,"Pulteney Road, Bath BA2",51.37669,-2.352873,1250,1250,1250,1250,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
62,67004360,62,flat,2 bed flat to rent,2024-04-01T13:11:41,"Haygarth Court, Bath BA1",51.390281,-2.363109,1750,1750,1750,1750,0,2,2,2,False,False,False,False,False,False,False,False,False,True,True,False
63,66875540,63,detached,4 bed detached house to rent,2024-03-15T03:03:22,"Bannerdown Road, Batheaston, Bath BA1",51.409854,-2.303783,4250,4250,4250,4250,3,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
64,66889490,64,semi_detached,4 bed semi-detached house to rent,2024-03-17T00:11:28,"Wellsway, Bath BA2",51.373072,-2.366028,2500,2500,2500,2500,2,4,4,4,False,False,False,True,False,False,False,False,True,False,False,True
65,66712717,65,detached,4 bed detached house to rent,2024-02-23T11:17:16,"Entry Hill Park, Bath BA2",51.361801,-2.36332,1850,1850,2000,1750,2,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False
66,67051281,66,detached,2 bed detached house to rent,2024-04-08T03:14:29,"Crescent Lane, Bath BA1",51.387626,-2.369641,1975,1975,2000,1750,0,2,2,2,False,False,False,False,False,False,False,False,False,True,True,False
67,51458354,67,flat,1 bed flat to rent,2024-04-04T13:46:05,"Wells Road, Bath BA2",51.37685,-2.36796,1095,1095,1250,1000,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True
68,66984209,68,terraced,2 bed terraced house to rent,2024-03-28T09:56:42,"Hardys Close, Bathpool, Taunton TA2",51.036655,-3.051275,1100,1100,1250,1000,1,2,2,2,False,False,False,False,True,False,False,False,False,False,False,False
69,67037217,69,detached,6 bed detached house to rent,2024-04-05T09:23:34,"Church Street, Kilmersdon, Radstock BA3",51.270523,-2.4369,3250,3250,3250,3250,3,6,6,6,False,False,False,False,False,False,False,False,False,False,False,False
70,67029717,70,flat,2 bed flat to rent,2024-04-04T13:22:49,"Midland Road, Bath BA2",51.384124,-2.376784,2300,2300,2500,2250,0,2,2,2,False,False,False,False,False,False,False,False,False,True,True,False
71,67078947,71,flat,1 bed flat to rent,2024-04-10T15:21:02,"Wells Road, Bath BA2",51.376793,-2.366063,1100,1100,1250,1000,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
72,66792612,72,flat,2 bed flat to rent,2024-03-05T12:28:46,"North Building, Bath BA1",51.3867793606557,-2.39083356284153,2000,2000,2000,2000,0,2,2,2,False,False,False,False,False,False,False,False,False,True,True,False
73,67032898,73,semi_detached,3 bed semi-detached house to rent,2024-04-04T17:07:44,"School Lane, Kilmersdon, Radstock BA3",51.271916,-2.440988,1400,1400,1500,1250,0,3,3,3,False,False,False,False,False,False,False,False,False,True,True,False
74,43600234,74,flat,1 bed flat to rent,2024-04-09T16:18:22,"Station Road, Lower Weston, Bath BA1",51.383203,-2.388846,1375,1375,1500,1250,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True
75,67087791,75,flat,1 bed flat to rent,2024-04-11T14:08:57,"The Brook, Lower Bristol Road, Bath BA2",51.38219,-2.379541,1430,1430,1500,1250,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False
76,67033101,76,detached,3 bed detached house to rent,2024-04-04T18:06:53,"Woolverton, Bath BA2",51.284526,-2.300718,2000,2000,2000,2000,1,3,3,3,False,False,False,False,False,False,True,False,False,False,False,False
77,58667808,77,flat,1 bed flat to rent,2024-02-28T10:07:55,"Pulteney Road, Bath BA2",51.382816,-2.351842,1643,1643,1750,1500,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
78,65373456,78,flat,1 bed flat to rent,2023-08-15T09:20:25,"Amrby House, St. James's Parade, Bath BA1",51.379269,-2.360687,1820,1820,2000,1750,0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False
79,56162499,79,terraced,3 bed terraced house to rent,2024-04-09T10:35:29,"Triangle North, Bath BA2",51.377899,-2.38068,1850,1850,2000,1750,2,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
80,66750387,80,semi_detached,3 bed semi-detached house to rent,2024-02-28T15:54:16,"Freshford Lane, Freshford Lane, Freshford, Bath, Somerset BA2",51.338592,-2.311853,2495,2495,2500,2250,2,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
81,59465037,81,flat,1 bed flat to rent,2024-04-05T11:05:20,"Belvedere, Bath BA1",51.388308,-2.361398,1300,1300,1500,1250,0,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False
82,66968486,82,flat,2 bed flat to rent,2024-03-26T16:44:38,"Weston Park West, Bath BA1",51.394592,-2.381469,1400,1400,1500,1250,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
83,66890572,83,flat,1 bed flat to rent,2024-03-17T15:18:15,"Crescent Gardens, Bath BA1",51.383947,-2.370186,1450,1450,1500,1250,0,1,1,1,False,False,False,False,False,False,False,False,False,True,True,False
84,66989764,84,flat,1 bed flat to rent,2024-03-28T15:39:45,"Lansdown Crescent, Bath BA1",51.392541,-2.365901,2000,2000,2000,2000,1,1,1,1,False,False,False,True,False,False,True,False,False,False,False,False
85,66607883,85,terraced,2 bed terraced house to rent,2024-02-09T14:44:02,"Willow Close, Bath BA2",51.354162,-2.374398,1600,1600,1750,1500,0,2,2,2,False,False,False,False,False,False,False,False,False,True,False,False
86,66313215,86,flat,2 bed flat to rent,2024-01-02T09:27:56,"Governors House, Stuart Place, Bath BA2",51.38004,-2.379926,610,610,700,600,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
87,66239349,87,maisonette,3 bed maisonette to rent,2023-12-13T15:08:12,"Lansdown Road, Bath BA1",51.391196,-2.363821,1595,1595,1750,1500,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
88,66354985,88,detached,5 bed detached house to rent,2024-01-08T16:43:34,"London Road West, Bath, Somerset BA1",51.401485,-2.329704,5000,5000,5000,5000,0,5,5,5,False,False,False,False,False,False,False,False,False,False,False,False
89,53918792,89,terraced,3 bed terraced house to rent,2023-11-21T09:20:54,"Kennington Road, Lower Weston BA1",51.385538,-2.389613,1800,1800,2000,1750,1,3,3,3,False,False,True,False,False,False,False,False,False,False,False,False
90,67019617,90,semi_detached,2 bed semi-detached house to rent,2024-04-03T12:54:10,"St. Hughs, Radstock BA3",51.2905895822369,-2.45130066776316,1250,1250,1250,1250,0,2,2,2,False,False,False,False,False,False,False,False,False,True,False,False
91,66907880,91,flat,2 bed flat to rent,2024-03-19T16:57:40,"Grosvenor Place, Larkhall, Bath BA1",51.394313,-2.345831,2200,2200,2250,2000,1,2,2,2,False,False,False,False,True,False,False,False,False,False,False,False
92,67084955,92,mews,2 bed mews to rent,2024-04-11T10:21:03,"Sydney Mews, Bathwick, Bath BA2",51.3843,-2.352,1350,1350,1500,1250,1,2,2,2,False,False,False,False,False,False,False,True,False,False,False,False
93,66974324,93,flat,2 bed flat to rent,2024-03-27T11:02:41,"Lansdown Road, Bath, Somerset BA1",51.38915,-2.362382,2500,2500,2500,2500,0,2,2,2,False,False,False,False,False,False,True,True,False,False,False,False
94,64786420,94,flat,2 bed flat to rent,2023-06-05T09:08:02,"Lansdown Crescent, Bath BA1",51.392426,-2.365631,2500,2500,2500,2500,1,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False
95,66853679,95,detached,2 bed detached house to rent,2024-03-12T21:42:42,"Bath, Bath BA1",51.39899,-2.397562,1700,1700,1750,1500,0,2,2,2,False,False,False,False,False,False,False,False,False,True,False,False
96,55069688,96,detached,4 bed detached house to rent,2024-01-25T11:03:28,"Wellow, Bath BA2",51.3204,-2.380209,2300,2300,2500,2250,2,4,4,4,False,False,False,False,False,True,False,False,False,False,False,False
97,66616724,97,terraced,2 bed terraced house to rent,2024-02-11T21:19:11,"Park Lane, Bath BA1",51.38614,-2.378826,2300,2300,2500,2250,0,2,2,2,False,False,True,False,False,False,False,False,False,True,False,False
98,63870487,98,flat,1 bed flat to rent,2024-04-09T14:15:29,"North Parade, Bath BA1",51.379798,-2.357709,1695,1695,1750,1500,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False
99,67065542,99,semi_detached,3 bed semi-detached house to rent,2024-04-09T12:12:30,"Odins Road, Bath BA2",51.359417,-2.381651,1750,1750,1750,1750,0,3,3,3,False,False,False,False,False,False,False,False,False,True,False,False
100,67058415,100,terraced,3 bed property to rent,2024-04-08T15:54:53,"Waller Gardens, Lansdown, Bath BA1",51.40784,-2.371782,1750,1750,1750,1750,1,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False
101,67082057,101,flat,1 bed flat to rent,2024-04-10T22:13:26,"Avon Studios, Midland Road, Bath BA1",51.384697,-2.376385,1337,1337,1500,1250,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False
102,60870296,102,terraced,1 bed property to rent,2024-04-10T11:24:48,"Mayfield Road, Bath BA2",51.376247,-2.381388,850,850,900,800,1,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False
103,67010500,103,semi_detached,6 bed semi-detached house to rent,2024-04-02T13:34:08,"Haycombe Drive, Bath BA2",51.373622,-2.403505,4735,4735,4750,4500,0,6,6,6,False,False,False,False,False,False,False,False,False,True,True,False
